,B00300S,B00305A,B00202A,B00702A,B00703A,B00802A,B00714A,B00910A
2022-04-23 14:50:00,"13,9","15,61",1,"3,4","4,8",48,,
2022-04-23 15:00:00,14,"14,94",5,"4,4",6,52,,
2022-04-23 15:10:00,"14,2","14,4",21,"7,1","4,9",50,,
2022-04-23 15:20:00,"14,1","14,24",16,"6,3","5,5",49,,
2022-04-23 15:30:00,"13,6","13,82",2,"5,3","4,7",50,,
2022-04-23 15:40:00,"13,5","13,51",8,"4,5","4,8",52,,
2022-04-23 15:50:00,"13,5","13,23",357,"4,5","4,9",51,,
2022-04-23 16:00:00,"13,4","12,93",11,"4,2","4,5",53,,
2022-04-23 16:10:00,"13,4","12,84",4,"2,8","3,7",52,,
2022-04-23 16:20:00,"13,3","12,66",8,"2,6","2,6",49,,
2022-04-23 16:30:00,"13,3","12,25",13,"1,8","1,8",51,,
2022-04-23 16:40:00,"13,1","11,75",47,"2,4","1,9",54,,
2022-04-23 16:50:00,"12,9","11,21",55,"2,5","1,5",53,,
2022-04-23 17:00:00,"12,8","10,69",66,"2,4","1,9",53,,
2022-04-23 17:10:00,"12,3","9,88",62,"2,3","1,1",54,,
2022-04-23 17:20:00,"12,3","9,01",63,"2,3","0,3",54,,
2022-04-23 17:30:00,"12,2","8,29",65,"2,3",0,53,,
2022-04-23 17:40:00,"11,6","7,62",42,"2,2",0,55,,
2022-04-23 17:50:00,"11,2","7,06",56,"1,7","0,6",55,,
2022-04-23 18:00:00,"11,5","6,48",46,"1,3","0,3",53,,
2022-04-23 18:10:00,"10,5","6,1",10,"1,2",0,58,,
2022-04-23 18:20:00,"10,3","5,74",0,0,0,60,,
2022-04-23 18:30:00,"9,8","5,22",30,"0,6",0,63,,
2022-04-23 18:40:00,"9,1","5,03",10,"1,1",0,65,,
2022-04-23 18:50:00,"8,5","4,81",19,"1,6",0,67,,
2022-04-23 19:00:00,"7,9","4,68",26,"1,8",0,69,,
2022-04-23 19:10:00,"7,4","4,38",355,"1,2",0,70,,
2022-04-23 19:20:00,"7,2","4,21",4,1,0,71,,
2022-04-23 19:30:00,"6,8","3,88",356,"0,9",0,72,,
2022-04-23 19:40:00,"6,5","3,74",0,0,0,73,,
2022-04-23 19:50:00,"6,3","3,56",360,"0,7",0,75,,
2022-04-23 20:00:00,"5,9","3,45",5,1,0,75,,
2022-04-23 20:10:00,"5,7","3,19",13,"2,5",0,78,,
2022-04-23 20:20:00,"5,4","3,06",12,"1,6","0,7",77,,
2022-04-23 20:30:00,"5,9","2,88",120,"0,9","0,9",78,,
2022-04-23 20:40:00,"5,3","2,71",0,0,"0,4",74,,
2022-04-23 20:50:00,"5,1","2,54",288,"1,2",0,78,,
2022-04-23 21:00:00,"5,3","2,4",300,"0,8",0,78,,
2022-04-23 21:10:00,"5,1","2,22",0,0,0,79,,
2022-04-23 21:20:00,"4,9","2,15",0,0,0,79,,
2022-04-23 21:30:00,"4,8","1,95",0,0,0,79,,
2022-04-23 21:40:00,"4,7","1,9",0,0,"0,4",80,,
2022-04-23 21:50:00,"4,5","1,88",0,0,0,81,,
2022-04-23 22:00:00,"4,4","1,6",0,0,"0,6",82,,
2022-04-23 22:10:00,"4,2","1,54",0,0,0,83,,
2022-04-23 22:20:00,"4,1","1,47",0,0,"0,9",83,,
2022-04-23 22:30:00,"3,8","1,36",0,0,"0,5",84,,
2022-04-23 22:40:00,"3,3","1,27",19,"1,5",0,84,,
2022-04-23 22:50:00,"3,1","1,24",31,"1,9",0,86,,
2022-04-23 23:00:00,"3,2","1,07",44,"1,8",0,87,,
2022-04-23 23:10:00,"2,9","1,02",32,"2,1",0,86,,
2022-04-23 23:20:00,"2,6","0,96",32,"2,2",0,87,,
2022-04-23 23:30:00,"2,5","0,94",40,"1,8",0,88,,
2022-04-23 23:40:00,"2,5","0,83",31,"2,6","0,7",89,,
2022-04-23 23:50:00,"2,1","0,74",28,"2,7",0,89,,
2022-04-24 00:00:00,"2,4","0,73",69,"1,3",0,90,,
2022-04-24 00:10:00,"2,6","0,65",76,"0,9","0,2",90,,
2022-04-24 00:20:00,"2,3","0,78",39,"0,8","0,4",89,,
2022-04-24 00:30:00,2,"0,72",1,"1,3",0,89,,
2022-04-24 00:40:00,"1,8","0,52",31,"2,1",0,89,,
2022-04-24 00:50:00,"2,1","0,48",73,"1,8",0,91,,
2022-04-24 01:00:00,"2,5","0,87",67,"1,8",0,91,,
2022-04-24 01:10:00,"1,9","1,36",16,"1,7",0,90,,
2022-04-24 01:20:00,"1,9","1,74",29,"1,8",0,90,,
2022-04-24 01:30:00,"2,1","2,4",41,"1,9",0,91,,
2022-04-24 01:40:00,"2,3","2,98",41,"2,3",0,91,,
2022-04-24 01:50:00,"2,6","3,46",73,"1,6",0,92,,
2022-04-24 02:00:00,"2,9","3,73",81,"1,1",0,92,,
2022-04-24 02:10:00,"3,2","3,8",73,"1,1",0,92,,
2022-04-24 02:20:00,"3,1","4,07",15,"1,2",0,92,,
2022-04-24 02:30:00,"3,3","4,27",50,"0,8","0,5",91,,
2022-04-24 02:40:00,"3,3","4,4",0,0,"0,8",91,,
2022-04-24 02:50:00,"3,4","4,5",359,"1,4","0,8",91,,
2022-04-24 03:00:00,"3,7","4,6",9,"1,7",0,90,,
2022-04-24 03:10:00,"4,1","4,8",22,"2,4","0,5",90,,
2022-04-24 03:20:00,"4,5","4,85",13,"2,5",0,89,,
2022-04-24 03:30:00,"4,9","4,76",27,2,"0,4",87,,
2022-04-24 03:40:00,5,"5,12",49,"1,7",0,86,,
2022-04-24 03:50:00,"4,9","5,14",55,"1,1",0,86,,
2022-04-24 04:00:00,"5,3","5,16",114,"1,2","1,6",86,,
2022-04-24 04:10:00,"5,5","5,46",202,"1,3","2,7",84,,
2022-04-24 04:20:00,"5,3","5,52",277,"1,1",1,87,,
2022-04-24 04:30:00,"5,4","5,56",331,"1,8","0,9",88,,
2022-04-24 04:40:00,"5,4","5,8",13,"2,7","0,7",88,,
2022-04-24 04:50:00,"5,5","5,98",9,"2,8",0,89,,
2022-04-24 05:00:00,"5,6","6,12",18,"3,5","0,4",89,,
2022-04-24 05:10:00,"5,7","6,41",27,"3,7",0,90,,
2022-04-24 05:20:00,"5,9","6,62",25,"3,7",1,90,,
2022-04-24 05:30:00,"5,9","6,68",21,"3,3","1,1",90,,
2022-04-24 05:40:00,"5,9","6,62",27,"2,8","0,5",91,,
2022-04-24 05:50:00,6,"6,74",78,"1,1",0,91,,
2022-04-24 06:00:00,"6,1","6,78",74,"1,3","0,7",91,,
2022-04-24 06:10:00,"6,1","6,75",73,"1,7","1,2",90,,
2022-04-24 06:20:00,"6,2","6,98",46,"2,2","1,3",91,,
2022-04-24 06:30:00,"6,4","7,07",39,3,"1,8",91,,
2022-04-24 06:40:00,"6,5","7,47",25,"3,5","1,7",91,,
2022-04-24 06:50:00,"6,7","7,91",25,4,"1,4",91,,
2022-04-24 07:00:00,"6,8","8,15",36,"3,9","2,7",90,,
2022-04-24 07:10:00,"6,9","8,11",49,"2,9","2,4",89,,
2022-04-24 07:20:00,7,"8,27",35,3,"1,3",89,,
2022-04-24 07:30:00,"7,2","8,4",41,"3,1","1,3",89,,
2022-04-24 07:40:00,"7,5","8,49",40,"3,1","0,5",89,,
2022-04-24 07:50:00,"7,7","8,68",40,"3,8","2,1",89,,
2022-04-24 08:00:00,"7,9","8,67",45,"3,7","2,9",88,,
2022-04-24 08:10:00,"8,1","8,94",57,"3,9","1,9",87,,
2022-04-24 08:20:00,"8,2","8,86",57,"3,7",1,86,,
2022-04-24 08:30:00,"8,1","8,88",54,"3,8","1,4",86,,
2022-04-24 08:40:00,"8,2","8,79",48,"3,3","2,3",86,,
2022-04-24 08:50:00,"8,2","8,83",39,3,"1,8",86,,
2022-04-24 09:00:00,"8,3","8,91",43,"2,8","2,7",87,,
2022-04-24 09:10:00,"8,3","8,73",47,"3,3","2,6",87,,
2022-04-24 09:20:00,"8,2","8,7",48,"4,2","1,8",88,,
2022-04-24 09:30:00,"8,2","8,9",43,"3,9","2,5",89,,
2022-04-24 09:40:00,"8,3","9,06",39,4,"2,8",90,,
2022-04-24 09:50:00,"8,3","9,01",32,4,"3,2",90,,
2022-04-24 10:00:00,"8,4","9,04",42,"4,1","1,7",91,,
2022-04-24 10:10:00,"8,4","9,21",42,"3,7",0,91,,
2022-04-24 10:20:00,"8,7","9,49",34,"4,4",2,92,,
2022-04-24 10:30:00,"9,3","10,96",30,"4,6","3,2",93,,
2022-04-24 10:40:00,"10,1","13,54",36,"4,4","3,3",93,,
2022-04-24 10:50:00,"10,5","14,16",54,"4,8","4,4",89,,
2022-04-24 11:00:00,11,"14,77",51,"5,6","1,1",88,,
2022-04-24 11:10:00,"11,6","15,86",49,"5,5",4,86,,
2022-04-24 11:20:00,"12,4","16,62",53,"5,1","5,6",84,,
2022-04-24 11:30:00,"12,9","17,06",62,"5,7",5,82,,
2022-04-24 11:40:00,"13,3","17,69",55,"5,6","5,8",77,,
2022-04-24 11:50:00,"13,7","18,08",64,"4,8","5,4",74,,
2022-04-24 12:00:00,"14,1","18,49",65,"4,9","4,5",74,,
2022-04-24 12:10:00,"14,1","18,87",55,"4,3","5,4",73,,
2022-04-24 12:20:00,14,"17,69",58,5,4,71,,
2022-04-24 12:30:00,14,"16,52",59,5,"2,2",72,,
2022-04-24 12:40:00,14,"16,18",56,5,"3,9",72,,
2022-04-24 12:50:00,14,"15,56",59,"4,8",6,72,,
2022-04-24 13:00:00,14,"15,17",50,"4,9","4,4",73,,
2022-04-24 13:10:00,"14,1","14,96",43,"4,6","5,4",73,,
2022-04-24 13:20:00,"14,4","15,29",50,"4,8",4,70,,
2022-04-24 13:30:00,"14,6","15,89",50,"4,3","4,1",72,,
2022-04-24 13:40:00,"14,6","15,79",42,"4,9","5,2",73,,
2022-04-24 13:50:00,"14,8","15,64",46,"4,9","4,8",70,,
2022-04-24 14:00:00,"15,2","16,05",52,"5,1","5,2",68,,
2022-04-24 14:10:00,"15,2","16,91",51,"5,9","5,4",65,,
2022-04-24 14:20:00,"15,3","16,57",54,"6,4","3,6",64,,
2022-04-24 14:30:00,"15,4","16,55",77,"5,1","6,4",63,,
2022-04-24 14:40:00,"15,4","15,87",67,"6,3","1,4",62,,
2022-04-24 14:50:00,"15,5","15,79",72,"5,9","5,4",61,,
2022-04-24 15:00:00,"15,8","16,36",68,"6,1","5,9",61,,
2022-04-24 15:10:00,"16,2","16,52",66,"6,6","6,1",60,,
2022-04-24 15:20:00,16,"16,98",63,"6,9",5,60,,
2022-04-24 15:30:00,"15,8","17,01",63,"6,4","5,1",62,,
2022-04-24 15:40:00,"15,4","16,55",64,"6,4","4,1",63,,
2022-04-24 15:50:00,"15,2","15,81",62,6,"5,1",64,,
2022-04-24 16:00:00,"15,2","15,03",67,"4,8","4,1",64,,
2022-04-24 16:10:00,"15,6","14,71",65,"4,2",3,63,,
2022-04-24 16:20:00,"15,5","15,16",63,"5,9","4,5",63,,
2022-04-24 16:30:00,"15,1","14,94",58,"5,1","4,5",65,,
2022-04-24 16:40:00,15,"14,39",68,"5,3","3,7",66,,
2022-04-24 16:50:00,"14,9","14,21",73,"4,1","4,8",66,,
2022-04-24 17:00:00,"14,9","13,79",82,"4,7",4,66,,
2022-04-24 17:10:00,"14,8","13,5",82,"4,2",4,66,,
2022-04-24 17:20:00,"14,7","13,37",87,"3,7","3,7",67,,
2022-04-24 17:30:00,"13,5","12,83",181,"4,2","3,4",80,,
2022-04-24 17:40:00,"11,4","11,6",191,7,12,82,,
2022-04-24 17:50:00,"10,8","10,72",207,"4,2","9,3",86,,
2022-04-24 18:00:00,"10,7","10,62",235,"4,3","7,4",87,,
2022-04-24 18:10:00,"11,3","10,52",270,"4,9","4,7",79,,
2022-04-24 18:20:00,"11,3","10,49",268,"3,8","2,3",81,,
2022-04-24 18:30:00,"10,9","10,32",266,"2,6",0,83,,
2022-04-24 18:40:00,"10,7","9,89",261,"3,2",0,85,,
2022-04-24 18:50:00,"10,7","9,55",282,"3,3",0,86,,
2022-04-24 19:00:00,"10,7","9,48",278,"4,4",0,85,,
2022-04-24 19:10:00,"10,8","9,36",281,"5,1","1,6",83,,
2022-04-24 19:20:00,"10,7","9,15",273,"3,9","3,1",83,,
2022-04-24 19:30:00,"10,7","8,68",261,"3,6","1,1",83,,
2022-04-24 19:40:00,"10,6","8,77",264,"2,6","1,6",84,,
2022-04-24 19:50:00,"10,4","8,96",271,"1,5","1,1",84,,
2022-04-24 20:00:00,"10,4","8,78",232,1,1,83,,
2022-04-24 20:10:00,"10,4","8,47",212,"1,3","1,1",84,,
2022-04-24 20:20:00,"10,4","8,28",173,"1,4","0,9",85,,
2022-04-24 20:30:00,"10,3","8,31",148,"2,8","1,6",86,,
2022-04-24 20:40:00,10,"8,33",156,"2,8","0,9",88,,
2022-04-24 20:50:00,"9,8","8,85",180,"2,2","3,9",89,,
2022-04-24 21:00:00,"9,8","9,02",156,"1,8","2,7",89,,
2022-04-24 21:10:00,"9,6","9,14",180,"1,3",4,89,,
2022-04-24 21:20:00,"9,5","9,06",0,0,"2,8",89,,
2022-04-24 21:30:00,"9,2","8,74",267,"0,7","0,9",90,,
2022-04-24 21:40:00,"8,9","8,15",286,"0,6","0,4",91,,
2022-04-24 21:50:00,"8,6","7,91",298,"1,4","0,6",92,,
2022-04-24 22:00:00,"8,4","8,3",0,0,"1,8",92,,
2022-04-24 22:10:00,"8,5","8,56",299,"0,9","0,8",93,,
2022-04-24 22:20:00,"8,5","8,69",0,0,"1,8",93,,
2022-04-24 22:30:00,"8,6","8,86",249,"1,7","0,9",94,,
2022-04-24 22:40:00,"8,6","9,03",236,"1,6","1,6",94,,
2022-04-24 22:50:00,"8,6","8,84",258,"1,8","0,8",94,,
2022-04-24 23:00:00,"8,7","8,49",297,"0,7","1,4",94,,
2022-04-24 23:10:00,"8,5","8,6",8,"2,6","2,9",94,,
2022-04-24 23:20:00,"8,6","8,86",359,"3,4","2,3",95,,
2022-04-24 23:30:00,"8,8","8,65",77,"3,9","1,5",95,,
2022-04-24 23:40:00,9,"8,4",205,"3,1","1,3",95,,
2022-04-24 23:50:00,"8,6","8,03",247,2,"2,2",94,,
2022-04-25 00:00:00,"8,4","7,9",265,"1,8","2,3",94,,
2022-04-25 00:10:00,"8,2","7,28",284,"1,8",2,94,,
2022-04-25 00:20:00,"7,5","6,51",294,"1,4","1,5",93,,
2022-04-25 00:30:00,"7,8","5,72",0,0,"0,5",94,,
2022-04-25 00:40:00,"7,3","5,36",0,0,0,94,,
2022-04-25 00:50:00,"7,2","5,11",0,0,"0,8",94,,
2022-04-25 01:00:00,"6,8","4,77",0,0,0,94,,
2022-04-25 01:10:00,"6,5","4,28",0,0,0,94,,
2022-04-25 01:20:00,"6,4","4,26",0,0,"0,3",95,,
2022-04-25 01:30:00,"6,1","4,01",0,0,0,95,,
2022-04-25 01:40:00,"6,1","3,74",0,0,0,95,,
2022-04-25 01:50:00,"5,8","3,71",0,0,,95,,
2022-04-25 02:00:00,"5,7","3,68",53,"1,3",0,96,,
2022-04-25 02:10:00,"5,3","3,63",25,"2,2",0,95,,
2022-04-25 02:20:00,"5,6","3,46",45,"1,8",0,96,,
2022-04-25 02:30:00,"6,1","3,28",81,"0,8",0,97,,
2022-04-25 02:40:00,5,"3,22",0,0,"0,6",95,,
2022-04-25 02:50:00,"5,1","3,5",0,0,"1,1",96,,
2022-04-25 03:00:00,"5,2","4,32",0,0,"0,7",96,,
2022-04-25 03:10:00,"5,4","4,95",0,0,0,97,,
2022-04-25 03:20:00,"5,7","5,47",0,0,0,97,,
2022-04-25 03:30:00,"5,7","5,72",0,0,"0,5",97,,
2022-04-25 03:40:00,"5,7","5,61",335,"0,6","0,7",97,,
2022-04-25 03:50:00,"5,8","5,4",0,0,"0,5",97,,
2022-04-25 04:00:00,"5,8","5,38",73,1,"0,5",97,,
2022-04-25 04:10:00,"5,3","5,51",35,"1,9",0,97,,
2022-04-25 04:20:00,"5,8","5,65",352,"0,6","1,1",98,,
2022-04-25 04:30:00,"6,2","5,83",338,"0,5",1,98,,
2022-04-25 04:40:00,"6,2","6,26",0,0,"1,2",98,,
2022-04-25 04:50:00,"6,4","6,74",0,0,"0,5",98,,
2022-04-25 05:00:00,"6,9","7,1",0,0,"0,4",98,,
2022-04-25 05:10:00,"7,1","7,47",0,0,0,98,,
2022-04-25 05:20:00,"7,2","7,66",0,0,"0,4",98,,
2022-04-25 05:30:00,"7,5","8,09",20,"0,5","0,9",98,,
2022-04-25 05:40:00,"7,6","8,48",0,0,0,98,,
2022-04-25 05:50:00,"7,8","8,77",0,0,0,98,,
2022-04-25 06:00:00,8,"9,11",0,0,"1,1",98,,
2022-04-25 06:10:00,"8,1","9,3",0,0,"0,8",98,,
2022-04-25 06:20:00,"8,4","9,52",0,0,0,98,,
2022-04-25 06:30:00,"8,7","9,74",235,"0,7",0,98,,
2022-04-25 06:40:00,9,"10,19",236,"1,5","0,7",98,,
2022-04-25 06:50:00,"9,3","10,52",241,"1,6","0,9",97,,
2022-04-25 07:00:00,"9,4","10,8",203,"0,6","0,8",97,,
2022-04-25 07:10:00,"9,5","10,99",0,0,"0,5",96,,
2022-04-25 07:20:00,"9,7","11,28",0,0,"0,9",96,,
2022-04-25 07:30:00,"9,9","11,59",0,0,1,94,,
2022-04-25 07:40:00,"10,2","12,51",0,0,"0,8",92,,
2022-04-25 07:50:00,"10,6","12,99",0,0,"0,2",90,,
2022-04-25 08:00:00,"10,7","13,16",0,0,"1,1",88,,
2022-04-25 08:10:00,"10,7","13,12",0,0,"1,6",87,,
2022-04-25 08:20:00,"10,6","12,53",0,0,"0,9",87,,
2022-04-25 08:30:00,"10,6","11,67",0,0,"1,2",88,,
2022-04-25 08:40:00,"10,6","11,29",0,0,"0,9",88,,
2022-04-25 08:50:00,"10,7","11,25",0,0,"0,9",87,,
2022-04-25 09:00:00,"10,9","11,31",357,"1,2","0,6",87,,
2022-04-25 09:10:00,"11,1","11,81",350,"1,5",1,88,,
2022-04-25 09:20:00,"11,2","12,19",0,0,1,81,,
2022-04-25 09:30:00,"11,2","12,63",101,"0,9","1,4",79,,
2022-04-25 09:40:00,"11,2","12,76",92,"2,2","1,3",85,,
2022-04-25 09:50:00,"10,9","12,58",85,"1,7",0,83,,
2022-04-25 10:00:00,11,"12,54",80,"0,6","1,2",82,,
2022-04-25 10:10:00,"11,3","13,28",59,"0,5","2,2",82,,
2022-04-25 10:20:00,"11,5","13,22",0,0,"1,7",81,,
2022-04-25 10:30:00,"11,7","13,52",0,0,"1,4",78,,
2022-04-25 10:40:00,12,"14,08",0,0,"1,3",77,,
2022-04-25 10:50:00,"12,2","14,68",324,"0,8","1,7",77,,
2022-04-25 11:00:00,"12,3","15,52",0,0,"1,5",77,,
2022-04-25 11:10:00,"12,9","16,4",261,"0,9","0,4",72,,
2022-04-25 11:20:00,"13,5","17,94",245,"1,9","2,2",73,,
2022-04-25 11:30:00,"13,9","19,56",239,"2,9","3,3",69,,
2022-04-25 11:40:00,"13,8","20,9",230,"3,9",,72,,
2022-04-25 11:50:00,"13,4","19,32",224,"4,5","5,3",74,,
2022-04-25 12:00:00,"13,2","18,86",239,"4,5","4,7",75,,
2022-04-25 12:10:00,"13,2","17,12",230,"4,6","5,6",78,,
2022-04-25 12:20:00,"13,3","16,77",225,"3,9","3,7",79,,
2022-04-25 12:30:00,"13,1","16,96",214,4,"3,8",77,,
2022-04-25 12:40:00,"13,3","17,23",226,"3,2","4,7",78,,
2022-04-25 12:50:00,"13,2","16,9",229,"3,2","4,1",77,,
2022-04-25 13:00:00,"13,5","16,59",210,"3,3","4,2",78,,
2022-04-25 13:10:00,"13,8","17,94",226,"3,5",,76,,
2022-04-25 13:20:00,"13,1","19,58",250,"4,3","5,4",70,,
2022-04-25 13:30:00,"12,4","20,06",293,5,"3,4",74,,
2022-04-25 13:40:00,"12,2","18,83",305,"4,3",,78,,
2022-04-25 13:50:00,"11,3","15,5",289,"4,7","4,3",84,,
2022-04-25 14:00:00,"10,6","13,7",262,6,"4,4",82,,
2022-04-25 14:10:00,"10,2","11,48",291,5,"5,8",85,,
2022-04-25 14:20:00,"10,7","11,51",294,"3,3","5,5",85,,
2022-04-25 14:30:00,"11,2","12,02",277,"2,6","4,2",85,,
2022-04-25 14:40:00,"11,4","12,52",264,"3,3","3,8",86,,
2022-04-25 14:50:00,"11,6","13,42",263,4,"2,4",86,,
2022-04-25 15:00:00,"11,8","13,55",265,"3,9","3,4",86,,
2022-04-25 15:10:00,"11,9","13,53",272,"4,5","2,4",84,,
2022-04-25 15:20:00,"11,9","13,21",275,"3,9","3,4",85,,
2022-04-25 15:30:00,"12,1","13,01",270,"3,4",0,84,,
2022-04-25 15:40:00,"12,1","12,75",250,"3,9","3,5",81,,
2022-04-25 15:50:00,12,"12,7",253,"4,5","2,7",81,,
2022-04-25 16:00:00,"12,3","12,66",259,"3,9","1,7",81,,
2022-04-25 16:10:00,"12,5","12,51",275,5,"1,8",79,,
2022-04-25 16:20:00,"12,4","12,52",270,"5,2","3,6",76,,
2022-04-25 16:30:00,"11,9","12,48",261,"6,5","5,3",73,,
2022-04-25 16:40:00,"11,3","12,11",260,"6,1","4,1",74,,
2022-04-25 16:50:00,"10,9","11,9",260,"5,2",6,76,,
2022-04-25 17:00:00,"10,6","11,1",259,"4,6","4,6",77,,
2022-04-25 17:10:00,"10,6","10,6",257,"4,4","2,4",78,,
2022-04-25 17:20:00,"10,5","10,56",263,"4,7","3,3",78,,
2022-04-25 17:30:00,"10,4","10,43",258,4,"2,9",78,,
2022-04-25 17:40:00,"10,4","10,1",254,"3,5","3,5",79,,
2022-04-25 17:50:00,"10,4","9,88",250,"3,5","2,1",79,,
2022-04-25 18:00:00,"10,3","9,96",253,"4,6","2,7",80,,
2022-04-25 18:10:00,"10,3","10,07",250,"5,4","2,7",82,,
2022-04-25 18:20:00,"10,2","10,15",255,"4,8","2,5",82,,
2022-04-25 18:30:00,"10,1","10,22",254,"5,3","2,3",82,,
2022-04-25 18:40:00,"10,1","10,17",255,"5,5",5,82,,
2022-04-25 18:50:00,"9,9","10,13",255,"5,3","2,9",84,,
2022-04-25 19:00:00,"9,5","10,01",254,"5,5","3,5",86,,
2022-04-25 19:10:00,"9,3","9,92",254,"4,9","3,4",88,,
2022-04-25 19:20:00,"9,2","9,81",255,"4,7",3,89,,
2022-04-25 19:30:00,"9,1","9,79",256,"4,6","3,3",90,,
2022-04-25 19:40:00,9,"9,72",257,"3,7","3,5",91,,
2022-04-25 19:50:00,"8,9","9,67",256,"3,2",3,92,,
2022-04-25 20:00:00,"8,9","9,65",264,"2,8","2,4",92,,
2022-04-25 20:10:00,"8,9","9,65",274,"3,2","2,8",91,,
2022-04-25 20:20:00,"8,9","9,62",265,"3,2","3,2",91,,
2022-04-25 20:30:00,"8,9","9,39",274,"3,1",3,90,,
2022-04-25 20:40:00,"8,8","9,46",281,"4,6","3,5",89,,
2022-04-25 20:50:00,"8,7","9,26",285,"3,9","3,9",89,,
2022-04-25 21:00:00,"8,6","9,23",271,"3,4","3,6",89,,
2022-04-25 21:10:00,"8,5","9,15",262,"3,7","4,1",89,,
2022-04-25 21:20:00,"8,4","9,03",265,"3,5","4,8",90,,
2022-04-25 21:30:00,"8,4","8,98",258,"3,1","0,8",90,,
2022-04-25 21:40:00,"8,3","8,99",255,"3,9","1,9",90,,
2022-04-25 21:50:00,"8,2","9,02",264,"3,8","3,2",91,,
2022-04-25 22:00:00,8,"8,93",267,"3,9",4,91,,
2022-04-25 22:10:00,8,"8,79",266,"3,6","4,2",91,,
2022-04-25 22:20:00,"7,9","8,68",268,"3,4","4,3",92,,
2022-04-25 22:30:00,"7,8","8,7",271,"3,5","3,1",91,,
2022-04-25 22:40:00,"7,8","8,54",269,"3,2",3,91,,
2022-04-25 22:50:00,"7,8","8,57",261,"2,9","2,6",91,,
2022-04-25 23:00:00,"7,8","8,51",254,"3,4","3,6",91,,
2022-04-25 23:10:00,"7,8","8,46",248,"3,2","3,1",91,,
2022-04-25 23:20:00,"7,7","8,44",260,4,"2,7",91,,
2022-04-25 23:30:00,"7,7","8,41",261,4,"2,8",91,,
2022-04-25 23:40:00,"7,7","8,39",257,"3,7","2,8",91,,
2022-04-25 23:50:00,"7,6","8,32",250,"3,4","2,9",92,,
2022-04-26 00:00:00,"7,6","8,18",259,"3,7","3,3",91,,
2022-04-26 00:10:00,"7,6","8,23",264,"3,8","3,4",91,,
2022-04-26 00:20:00,"7,5","8,16",268,"3,9",3,91,,
2022-04-26 00:30:00,"7,5","8,26",270,"4,2","3,2",91,,
2022-04-26 00:40:00,"7,5","8,2",275,"3,7","3,6",91,,
2022-04-26 00:50:00,"7,4","8,13",270,"4,1","3,4",92,,
2022-04-26 01:00:00,"7,4","8,01",270,"3,5","3,7",92,,
2022-04-26 01:10:00,"7,4","8,01",273,"2,9","3,4",92,,
2022-04-26 01:20:00,"7,4","8,05",260,3,"3,2",92,,
2022-04-26 01:30:00,"7,4","7,94",261,"3,1","4,4",91,,
2022-04-26 01:40:00,"7,4","7,93",264,"3,2","2,6",91,,
2022-04-26 01:50:00,"7,4","7,95",269,"3,2",2,91,,
2022-04-26 02:00:00,"7,4","8,05",265,"3,5","2,2",91,,
2022-04-26 02:10:00,"7,4","8,05",262,"3,1","2,2",91,,
2022-04-26 02:20:00,"7,4","8,02",261,"2,5","1,8",91,,
2022-04-26 02:30:00,"7,4","7,95",253,"2,4","2,2",91,,
2022-04-26 02:40:00,"7,3","7,91",258,"2,5","2,1",90,,
2022-04-26 02:50:00,"7,3","7,9",261,"2,1","1,7",90,,
2022-04-26 03:00:00,"7,3","7,88",238,2,"1,5",90,,
2022-04-26 03:10:00,"7,3","7,84",215,2,"1,5",90,,
2022-04-26 03:20:00,"7,3","7,75",229,2,"1,3",90,,
2022-04-26 03:30:00,"7,2","7,68",232,"2,2","1,8",90,,
2022-04-26 03:40:00,"7,1","7,67",242,2,1,90,,
2022-04-26 03:50:00,"7,1","7,77",255,"2,4","0,5",90,,
2022-04-26 04:00:00,"7,1","7,85",250,2,"0,8",90,,
2022-04-26 04:10:00,"7,1","7,96",234,2,"1,5",91,,
2022-04-26 04:20:00,"7,2",8,238,2,"1,9",91,,
2022-04-26 04:30:00,"7,2","7,95",243,"2,2","1,9",91,,
2022-04-26 04:40:00,"7,2","8,03",250,"2,2","1,7",91,,
2022-04-26 04:50:00,"7,3","8,06",253,"1,9","1,5",91,,
2022-04-26 05:00:00,"7,3","8,04",256,"2,3","2,3",91,,
2022-04-26 05:10:00,"7,3","8,12",233,2,"1,5",91,,
2022-04-26 05:20:00,"7,4","8,29",239,"1,8","2,2",91,,
2022-04-26 05:30:00,"7,5","8,44",232,"2,2","1,1",91,,
2022-04-26 05:40:00,"7,5","8,51",222,"2,5","2,2",91,,
2022-04-26 05:50:00,"7,5","8,68",234,"2,7",,91,,
2022-04-26 06:00:00,"7,6","8,84",241,"2,6","1,8",90,,
2022-04-26 06:10:00,"7,6","8,8",240,"2,5","2,5",90,,
2022-04-26 06:20:00,"7,7","8,89",245,"2,7","1,8",89,,
2022-04-26 06:30:00,"7,8","8,9",253,"1,9","2,4",88,,
2022-04-26 06:40:00,"7,9","8,92",244,"2,2","2,2",88,,
2022-04-26 06:50:00,8,"9,04",240,"2,3","2,2",87,,
2022-04-26 07:00:00,"8,2","9,38",248,"2,3","2,4",87,,
2022-04-26 07:10:00,"8,2","9,67",233,"2,5",,85,,
2022-04-26 07:20:00,"8,3","9,88",240,"2,2","3,2",85,,
2022-04-26 07:30:00,"8,4","10,15",241,3,"3,4",84,,
2022-04-26 07:40:00,"8,6","10,39",244,"2,8","3,2",82,,
